16/ethyl grignard reagent;acetophenone/2-phenyl-2-butanol/2/Grignard reaction; nucleophilic addition reaction/nucleophilic attack/(ethyl) carbanion as nucleophile;activated carbonyl carbon as electrophile/magnesium bromide coordination to carbonyl;activated carbonyl;formation of alkoxide intermediate;carbon-carbon bond formation;organo metalic addition reaction
17/2-butanone;aluminium hydride/2-butanol/1/hydride reduction; nucleophilic addition reaction/nucleophilic attack/hydride (from aluminium hydride [AlH4-]) as nucleophile;(keto) carbonyl carbon as electrophile/formation of tetrahedral intermediate;ester organometalic reduction;nucleophilic addition
17/2-butanone;aluminium hydride/2-butanol/2/hydride reduction; nucleophilic addition reaction/proton transfer/protonation of alkoxide ion;formation of neutral alcohol product/formation of neutral product;water as proton source;aqueous work-up
18/glyoxylate;hydroxide/glyoxylate hydrate/1/hydrate formation;nucleophilic addition reaction/nucleophilic attack/hydroxide [OH-] as nucleophile; carbonyl (C=O) carbon as electrophile/formation of tetrahedral intermediate;formation of oxonium ion
18/glyoxylate;hydroxide/glyoxylate hydrate/2/hydrate formation;nucleophilic addition reaction/proton transfer/protonation of alkoxide [O-] (negatively charged oxygen); water as acid /protonation by water;neutralization of negatively charged oxygen (alkoxide);formation of neutral product;hydrate formation
19/pyranohexose/disaccharide/3/glycosidic bond formation/loss of leaving group/formation of carbocation at anomeric center;formed oxonium intermediate is resonace stabilized by ring oxygen; water as good leaving group/resonance stabilized intermediate; formation of electrophilic carbon;water as leaving group
19/pyranohexose/disaccharide/4/glycosidic bond formation/nucleophilic attack//
20/1-hydroxy-1-methoxypropane;sulfuric acid;methanol/1,1-dimethoxypropane/1/acetal formation/proton transfer//
20/1-hydroxy-1-methoxypropane;sulfuric acid;methanol/1,1-dimethoxypropane/2/acetal formation/loss of leaving group/formation of carbocation;carbocation is resonance stabilized;neighbouring oxygen atom [OR] causes resonance stabilization;water [H2O] is the leaving group;water [H2O] is a good leaving group/resonance stabilized oxonium ion;formation of electrophilic carbon;water as leaving group
20/1-hydroxy-1-methoxypropane;sulfuric acid;methanol/1,1-dimethoxypropane/3/acetal formation/nucleophilic attack//
20/1-hydroxy-1-methoxypropane;sulfuric acid;methanol/1,1-dimethoxypropane/4/acetal formation/proton transfer//
21/benzaldehyde;ethylamine/N-phenylpropan-1-imine/5/imine formation/loss of leaving group/water [H2O] as leaving group; formation of iminium ion (C=N double bond formation with lone pair from nitrogen to stabilize the intermediate)/resonance stabilization;
21/benzaldehyde;ethylamine/N-phenylpropan-1-imine/6/imine formation/proton transfer//
22/ethyl amine;benzoyl chloride/N-ethylbenzamide/1/amide bond formation/nucleophilic attack//
22/ethyl amine;benzoyl chloride/N-ethylbenzamide/2/amide bond formation/loss of leaving group/carbonyl reformation from lone pair on negatively charged oxygen;  chloride [Cl-] as good leaving group/amide bond formation;tetrahedral intermediate collapse;
23/ethanoic acid; isopropanol; HCl/isopropyl acetate/1/Fischer estrification/proton transfer/protonation of the carbonyl oxygen; polarization of the carbonyl (the C=O bond) to activate the carbon (increased electrophilicity)/ reversible proton transfer;acid catalysis
23/ethanoic acid; isopropanol; HCl/isopropyl acetate/2/Fischer estrification/nucleophilic attack//
24/4-[(hydroxymethyl)sulfinyl]benzoate; hydroxide/phthalic acid/1/thio ester hydrolysis/nucleophilic attack//
24/4-[(hydroxymethyl)sulfinyl]benzoate; hydroxide/phthalic acid/2/thio ester hydrolysis/loss of leaving group//
24/4-[(hydroxymethyl)sulfinyl]benzoate; hydroxide/phthalic acid/3/thio ester hydrolysis/proton transfer/deprotonation of carboxilic acid to protonate the thiolate (form a thiol);pKa of thiol higher then pKa for carboxylic acid/
25/ethyl acetate; phenolate/benzoic acid methyl ester/1/trans estrification/nucleophilic attack//
25/ethyl acetate; phenolate/benzoic acid methyl ester/2/trans estrification/loss of leaving group/adding an excess of phenolate;removal of benzoic acid methyl ester/Le Chatelier principle
26/methyl cyclopentanecarboxylate;lithium aluminium hydride/cyclopentyl methanol/1/ester reduction/nucleophilic attack//
26/methyl cyclopentanecarboxylate;lithium aluminium hydride/cyclopentyl methanol/2/ester reduction/loss of leaving group/carbonyl reformation from lone pair on negatively charged oxygen;  methoxide [MeO-] as leaving group/aldehyde formation;tetrahedral intermediate collapse;
26/methyl cyclopentanecarboxylate;lithium aluminium hydride/cyclopentyl methanol/3/ester reduction/nucleophilic attack//
26/methyl cyclopentanecarboxylate;lithium aluminium hydride/cyclopentyl methanol/4/ester reduction/proton transfer//
27/acetone;hydroxide/1-propen-2-ol/1/keto-enol tautomerization/proton transer/deprotonation of alpha carbon;enolate is resonance stabilized;hydroxide [OH-] as base/alpha carbon has relative low acidity
27/acetone;hydroxide/1-propen-2-ol/2/keto-enol tautomerization/proton transer/protonation of alkoxide ion [O-] (negatively charged oxygen);neutral product formation/water as acid; alcohol formation;acid-base reaction;enol product
28/pyruvate;glyoxylate/4-hydroxy-2-ketoglutarate/2/aldol reaction/nucleophilic attack/nucleophilic enolate carbon;electrophilic carbonyl carbon/resonance stabilizated nucleophile;formation of tetrahedral intermediate;nucleophilic addition reaction;keto-enol tautomer substrates
28/pyruvate;glyoxylate/4-hydroxy-2-ketoglutarate/3/aldol reaction/proton transfer//
29/ethyl acetate;ethoxide/beta-keto ester/2/Claisen condensation/nucleophilic attack//
29/ethyl acetate;ethoxide/beta-keto ester/3/Claisen condensation/loss of leaving group/carbonyl reformation from lone pair on negatively charged oxygen;  methoxide [MeO-] as leaving group/ketone formation;tetrahedral intermediate collapse;
30/2-ketopentane;hydroxide/6-hydroxy-6-methylnonan-4-one/1/aldol reaction/proton transfer/deprotonation of alpha carbon;enolate is resonance stabilized;hydroxide [OH-] as base/acidic alpha proton;resonance stabilized;enolate formation;formation of nucleophilic carbon;keto-enol tautomerization;water formation
30/2-ketopentane;hydroxide/6-hydroxy-6-methylnonan-4-one/2/aldol reaction/nucleophilic attack//
30/2-ketopentane;hydroxide/6-hydroxy-6-methylnonan-4-one/3/aldol reaction/proton transfer//
